question,evaluation,word_tokens,sentiment
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,confusing,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,time,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,surprising,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hippo,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,statement,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,talking,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,dead,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,animals,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predator,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,synoplotherium,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,referring,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,animal,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,modern,positive
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whale,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,confusing,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,sentence,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,starts,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,confusing,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,response,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,implied,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,question,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,closest,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,living,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,relatives,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,confusing,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,talking,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,context,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,label,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,context,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,confusing,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,label,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,1,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,survives,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,makes,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,sound,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,animal,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,referenced,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predator,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,legs,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,understand,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,related,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,2,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,closest,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,living,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,relatives,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,survives,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hippos,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,relation,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,ungulates,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,unrelated,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,purpose,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,sign,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,3,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,idea,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,synoplotherium,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,display,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,sign,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,easy,positive
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,figure,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,picture,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,helpful,positive
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,4,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,confusing,negative
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,illustrator,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,photographer's,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,image,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,clause,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,colon,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofs,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hooves,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,sounds,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,label,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hoofed,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,living,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,mammals,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,closest,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,living,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,relative,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hippo,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whale,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,whales,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,hooved,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,predators,NA
Killers w/ hooves 3: Was there anything confusing about this text?,Evaluation A,time,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation A,animals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation A,hooves,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation A,horses,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation A,mules,NA
